Request no,Day,Time of day,Request location,Initial diagnose time,Needs Replacement?,On-site repair time
1641,14,12.19312362,BC_9,24.35822055,yes,
1642,14,12.19889885,BC_6,16.97487874,,27.25469655
1643,14,12.30960063,BC_1,15.68268605,,21.48695681
1644,14,12.62851511,BC_5,22.00421239,,26.46881389
1645,14,12.72401575,BC_7,18.46652404,,24.42060363
1646,14,12.7816361,BC_7,10.4028895,yes,
1647,14,12.79194311,BC_4,11.51794354,,26.78145986
1648,14,13.05503751,BC_9,28.52355667,,11.30271438
1649,14,13.07419403,BC_3,30.39630855,,16.54772637
1650,14,13.09080406,BC_3,22.07578485,,32.21399079
1651,14,13.09471203,BC_9,19.32051239,,38.33112669
1652,14,13.17339247,BC_9,21.42456564,,7.188241337
1653,14,13.23112805,BC_7,14.6478518,,12.3062888
1654,14,13.26973306,BC_8,19.5428442,,18.15578838
1655,14,13.45114945,BC_9,16.15115298,,12.35065521
1656,14,13.58389467,BC_9,20.92585013,yes,
1657,14,13.86301115,BC_4,20.84290574,yes,
1658,14,14.03957034,BC_9,21.0070402,,15.24171525
1659,14,14.24160046,BC_10,12.82718437,,12.12212093
1660,14,14.32043918,BC_2,24.60977121,yes,
1661,14,14.34749249,BC_9,23.40108851,,23.43454558
1662,14,14.36730089,BC_6,24.34287589,,33.80428194
1663,14,14.63135467,BC_7,14.26393739,,50.64520394
1664,14,14.74417711,BC_3,15.60986103,yes,
1665,14,14.88741356,BC_3,27.19100613,yes,
1666,14,15.01463414,BC_4,17.6525527,,18.08652325
1667,14,15.16467176,BC_1,7.059210798,yes,
1668,14,15.17674697,BC_10,19.0138713,,9.953310458
1669,14,15.20356773,BC_9,32.59255335,,23.59309617
1670,14,15.25381502,BC_10,15.19422118,,20.48462751
1671,14,15.34242984,BC_3,26.82026196,,19.47577263
1672,14,15.58665358,BC_7,14.85625892,,36.00854936
1673,14,15.60234924,BC_3,15.27080036,,24.88335415
1674,14,15.76764923,BC_2,16.47571495,,38.88961862
1675,14,16.00554115,BC_5,16.90982924,,47.52890245
1676,14,16.17103829,BC_10,12.93197527,,19.33684416
1677,14,16.33750579,BC_5,16.91707651,,4.164584455
1678,14,16.48438661,BC_4,14.357987,,24.69288367
1679,14,16.53139574,BC_2,32.35190354,,7.305280509
1680,14,16.57614333,BC_4,16.55942631,,30.20932874
1681,14,17.12474747,BC_9,27.3241669,,42.29242254
1682,14,17.30350927,BC_9,27.04131284,,9.963714602
1683,14,17.34461288,BC_5,13.76002414,,33.41614929
1684,14,17.38000463,BC_7,17.04519953,,49.67439807
1685,14,17.73527335,BC_2,33.81399921,yes,
1686,14,17.86132005,BC_1,13.07356534,yes,
1687,14,17.89114753,BC_6,22.07774338,,9.295963112
1688,14,18.23728554,BC_10,17.58193328,yes,
1689,14,18.35347675,BC_10,16.38384018,,19.21903859
1690,14,18.39822787,BC_7,16.28682429,,24.08364922
1691,14,18.63143719,BC_10,16.4724705,,28.17408908
1692,14,18.78671993,BC_6,16.06544614,,18.3058055
1693,14,18.88521567,BC_5,18.69911309,,13.62437816
1694,14,18.93491946,BC_10,17.76924062,,36.86494864
1695,14,19.08174332,BC_1,16.0828199,,31.4181492
1696,14,19.58364517,BC_9,22.31859975,,9.596745435
1697,14,19.88344742,BC_4,17.93728009,yes,
1698,14,20.37377908,BC_10,18.70081664,,25.08037263
1699,14,21.01238338,BC_10,18.1559061,,25.0391207
1700,14,21.02697619,BC_5,18.69064712,,24.37717654
1701,14,21.5940233,BC_3,25.55392988,,3.649241109
1702,14,21.64536582,BC_3,14.28338638,,48.3527874
1703,14,21.85327989,BC_5,16.37810235,,35.09086878
1704,14,22.05232075,BC_4,15.22985747,,36.23394321
1705,14,22.17127257,BC_7,18.88966827,,19.03308908
1706,14,23.38883018,BC_3,18.49795085,,33.54278121
1707,14,23.48263476,BC_4,16.64254219,,20.04205142
1708,14,23.74671577,BC_9,25.75590866,,16.45466488
1709,15,1.986708106,BC_3,25.42313701,,17.43842374
1710,15,3.327497977,BC_10,23.91694348,,30.1082344
1711,15,4.286941612,BC_7,11.35678982,,16.33407056
1712,15,4.472501265,BC_5,16.02981576,,23.67045567
1713,15,4.510303777,BC_10,15.63490879,,21.63462525
1714,15,4.632825656,BC_6,18.07876263,,32.52214525
1715,15,4.677463628,BC_1,19.14394848,,30.69039785
1716,15,4.936183931,BC_4,17.47914875,,37.15842815
1717,15,5.072490544,BC_9,24.7946897,,5.302978057
1718,15,5.16410187,BC_3,12.02174074,,13.42139127
1719,15,5.402611529,BC_1,11.27574394,,29.98841869
1720,15,5.556872993,BC_7,22.12359244,,8.785592079
1721,15,5.753286813,BC_10,15.26657414,,45.68527387
1722,15,6.640912663,BC_10,15.27490349,,10.64583034
1723,15,6.698343197,BC_9,30.01984655,yes,
1724,15,6.831793051,BC_5,20.6985967,,11.43737803
1725,15,7.327558212,BC_5,12.58163894,,33.2014186
1726,15,7.603899177,BC_8,16.29493523,,9.201368825
1727,15,7.611243918,BC_5,12.85315426,,10.73918371
1728,15,7.735590499,BC_9,28.9536828,,21.71306205
1729,15,7.735662364,BC_9,26.64123363,yes,
1730,15,7.841313298,BC_7,16.04529457,,18.88107061
1731,15,8.063477288,BC_5,13.36766526,,40.32643929
1732,15,8.171092477,BC_6,13.97670277,,13.46978543
1733,15,8.193889194,BC_4,12.22645282,,27.52562661
1734,15,8.227507715,BC_7,15.48293902,yes,
1735,15,8.232865324,BC_9,25.69543117,yes,
1736,15,8.246139041,BC_7,19.04401655,,23.93355386
1737,15,8.631421809,BC_7,16.20693302,,18.84536978
1738,15,8.634275628,BC_9,16.49117897,,18.54607813
1739,15,8.693717502,BC_9,24.09122971,,2.796720158
1740,15,9.070727725,BC_3,18.68793891,yes,
1741,15,9.132003911,BC_9,26.7468765,,16.55015038
1742,15,9.173186479,BC_6,14.96411372,yes,
1743,15,9.250420785,BC_10,10.56072727,,20.07074827
1744,15,9.362644311,BC_3,27.08466592,,32.03174184
1745,15,9.467756186,BC_5,15.65309713,,16.06355071
1746,15,9.533332979,BC_10,16.08608488,,7.787718673
1747,15,9.821805092,BC_3,24.21365762,yes,
1748,15,9.920041598,BC_3,18.96571127,,11.7109228
1749,15,10.00936705,BC_7,14.69885246,,24.85978638
1750,15,10.36659877,BC_10,17.79912294,yes,
1751,15,10.39558814,BC_8,15.9075582,,30.10570336
1752,15,10.39941396,BC_8,17.53287235,,2.378055935
1753,15,10.45439752,BC_9,31.27780714,,33.84092117
1754,15,10.66419723,BC_1,16.18741308,,22.80358289
1755,15,10.82661182,BC_3,26.45307352,,27.65265751
1756,15,10.849949,BC_5,10.47840416,yes,
1757,15,10.94361693,BC_9,31.31807853,yes,
1758,15,10.95376854,BC_10,20.72518536,yes,
1759,15,11.07070623,BC_5,17.3151307,,20.68140971
1760,15,11.15054196,BC_3,15.94240516,yes,
1761,15,11.25867043,BC_7,17.11723284,yes,
1762,15,11.29366561,BC_8,15.95929508,,12.91347494
1763,15,11.32754644,BC_7,13.86097916,yes,
1764,15,11.36700255,BC_4,18.5990303,,37.79711041
1765,15,11.56413863,BC_3,21.6978397,,7.914893759
1766,15,11.6710965,BC_6,13.55897927,,31.0487304
1767,15,11.90570679,BC_10,13.89147913,,40.69540623
1768,15,11.93561163,BC_2,25.39776713,,6.763207212
1769,15,12.16876464,BC_4,14.56331854,,19.31983539
1770,15,12.36231658,BC_5,16.74380825,,5.098513895
1771,15,12.43885378,BC_8,20.87759891,,38.25872407
1772,15,12.47708179,BC_3,23.57083465,,15.40994082
1773,15,12.52340092,BC_7,15.37977895,,23.06251233
1774,15,12.53188114,BC_6,15.98969551,,23.91865512
1775,15,12.62539119,BC_4,13.93595905,,10.63339963
1776,15,12.67973261,BC_3,24.15086761,,43.66563557
1777,15,12.73318669,BC_2,25.12188691,,12.0879734
1778,15,12.79162039,BC_10,17.14997046,,55.03461893
1779,15,12.85421391,BC_10,14.71560307,,27.92856526
1780,15,12.99150468,BC_10,14.89360459,yes,
1781,15,13.43315866,BC_2,20.8098214,yes,
1782,15,13.59023922,BC_2,25.49902551,yes,
1783,15,13.64812233,BC_10,18.9702818,,26.62936458
1784,15,13.86751973,BC_4,19.10040386,,14.64309498
1785,15,14.00409333,BC_1,14.69303362,,27.45202196
1786,15,14.03771676,BC_4,17.63122778,,8.311755108
1787,15,14.05469829,BC_9,21.41527988,,33.24751471
1788,15,14.1103219,BC_1,19.05037385,,60.24025763
1789,15,14.21142436,BC_3,14.43709876,,27.11729021
1790,15,14.44112819,BC_10,12.63112362,,12.73624812
1791,15,14.47646769,BC_1,17.79059536,,14.6794844
1792,15,14.48276387,BC_9,27.15520212,,9.083038123
1793,15,14.52704982,BC_3,17.51022643,,33.43178594
1794,15,14.55090605,BC_6,17.52568499,yes,
1795,15,14.57282154,BC_5,17.60200816,,32.47130144
1796,15,14.65065368,BC_5,14.0686771,yes,
1797,15,14.79643683,BC_4,11.88409594,,6.627287635
1798,15,14.82675103,BC_7,15.43218509,,55.4498899
1799,15,14.88101152,BC_10,16.00788023,,21.33195657
1800,15,14.93205926,BC_9,21.65550112,,14.60106051
1801,15,15.19767129,BC_4,14.69139899,yes,
1802,15,15.2737048,BC_9,9.293823724,,26.33209154
1803,15,15.44128456,BC_9,29.47152114,yes,
1804,15,15.64308038,BC_10,17.44493606,,47.95755651
1805,15,15.77300727,BC_5,13.31009784,,14.0463737
1806,15,15.96607878,BC_10,19.99048451,,7.9723254
1807,15,16.03500465,BC_10,15.29087084,,5.629614122
1808,15,16.04740184,BC_3,15.37859603,,34.76917358
1809,15,16.38313731,BC_9,22.82841429,,24.26826134
1810,15,16.99801357,BC_4,16.71695625,,37.33344218
1811,15,17.00615862,BC_2,16.79997701,yes,
1812,15,17.13044893,BC_7,19.95483262,,27.04483728
1813,15,17.28312691,BC_8,16.83934107,,21.73701099
1814,15,17.5228588,BC_4,15.80480507,yes,
1815,15,17.75203529,BC_3,13.92556599,yes,
1816,15,18.00934576,BC_6,12.58006601,,27.25353892
1817,15,18.34557614,BC_2,10.34664363,,17.35938626
1818,15,18.64552405,BC_6,17.9479643,,21.47941312
1819,15,18.98597758,BC_9,30.0056706,,19.13967183
1820,15,19.16493395,BC_1,19.46446692,,30.09453801
1821,15,19.18802001,BC_5,12.83295628,,15.13530329
1822,15,19.25275355,BC_2,24.86193372,,44.23424418
1823,15,19.3341055,BC_10,18.10284264,,31.58973055
1824,15,20.24230621,BC_3,22.39343792,,21.05942278
1825,15,20.27798568,BC_9,20.56726458,,12.68466153
1826,15,20.47395294,BC_4,16.04703915,,23.74595732
1827,15,20.51300649,BC_5,13.28566334,,11.75335327
1828,15,21.54941374,BC_10,15.82840547,,22.5126892
1829,15,21.7212083,BC_2,20.0715517,,23.93516589
1830,15,22.30009718,BC_6,14.94171931,,29.25294057
1831,15,22.40511914,BC_3,23.96889034,,50.30616955
1832,15,22.69716665,BC_3,25.58531477,yes,
1833,15,22.83740988,BC_4,20.09181286,,28.2955839
1834,15,23.21635763,BC_10,15.96780349,,13.26084829
1835,16,3.396942243,BC_4,14.5883401,yes,
1836,16,3.590000245,BC_10,17.56014355,,16.43410304
1837,16,3.612435118,BC_7,16.29917438,,31.22489195
1838,16,4.35125429,BC_4,18.70095012,,36.85334593
1839,16,4.425136768,BC_3,24.39122794,,41.39462751
1840,16,4.657963974,BC_5,15.37030519,yes,
1841,16,4.786374111,BC_1,15.78460214,,4.56823156
1842,16,4.798104491,BC_10,12.80334444,,24.5005959
1843,16,4.891374839,BC_10,17.675216,,25.87710808
1844,16,5.063229431,BC_5,14.80809865,,10.73412756
1845,16,5.139394882,BC_9,30.29328102,yes,
1846,16,5.174995069,BC_4,17.05354341,,19.7859941
1847,16,5.424109593,BC_7,14.78065615,,36.74135523
1848,16,5.487569993,BC_9,23.65546384,,40.02285445
1849,16,5.715469634,BC_10,14.78917843,,15.0998892
1850,16,6.271598987,BC_9,26.42679915,,40.59399676
1851,16,6.387980795,BC_4,21.55370821,,14.41514619
1852,16,6.392615939,BC_7,17.4637879,,20.56389406
1853,16,6.45262706,BC_10,15.50781427,yes,
1854,16,6.765448413,BC_4,18.25606494,,13.12644784
1855,16,7.328009516,BC_10,14.20059992,,35.05138784
1856,16,7.70753133,BC_5,18.18385088,yes,
1857,16,7.714422044,BC_7,19.0506791,,16.36791462
1858,16,7.829333055,BC_1,19.20555726,,20.12826442
1859,16,7.887328098,BC_10,15.68664035,,0.681456979
1860,16,8.227850459,BC_7,14.31837873,,18.73819333
1861,16,8.343611161,BC_2,21.26587165,,24.08378282
1862,16,8.490722719,BC_4,14.10950894,,20.3870135
1863,16,8.523665931,BC_6,16.39763407,,1.018475406
1864,16,8.680711196,BC_9,18.45868518,,16.67560758
1865,16,8.83523423,BC_9,28.27956284,,42.30736758
1866,16,9.340311229,BC_10,14.0162006,,27.70571791
1867,16,9.362826717,BC_1,16.41709336,,46.41000948
1868,16,9.372220609,BC_10,16.61587747,,9.81756205
1869,16,9.429113158,BC_3,22.92682349,,12.7594155
1870,16,9.59874653,BC_1,8.740270013,,22.38761025
1871,16,9.712411092,BC_8,11.77077683,yes,
1872,16,10.05762472,BC_7,17.399146,,9.635682054
1873,16,10.08566898,BC_4,16.23129323,,50.45989229
1874,16,10.10331244,BC_2,24.34713631,,16.59704816
1875,16,10.11753609,BC_8,16.07782257,,33.39261423
1876,16,10.37810794,BC_3,21.72526126,,5.746388277
1877,16,10.86862809,BC_3,18.87507274,,32.86501275
1878,16,11.05599095,BC_7,15.49964713,,4.32438063
1879,16,11.07678616,BC_7,16.11214459,,20.65554834
1880,16,11.45460462,BC_8,13.02457071,,11.63790093
1881,16,11.52208152,BC_7,18.99481892,,19.1420206
1882,16,11.80476796,BC_8,16.49832641,,26.37213845
1883,16,12.18519423,BC_10,21.17016399,,29.94638934
1884,16,12.23189502,BC_3,12.08425973,,4.673546861
1885,16,12.24195839,BC_1,16.48545827,,21.07543542
1886,16,12.27723886,BC_3,28.54481734,,22.09227831
1887,16,12.34705193,BC_1,13.43026675,,26.84787325
1888,16,12.36541219,BC_6,18.71993904,,26.17891994
1889,16,12.43879723,BC_7,13.6975334,,8.223318537
1890,16,12.52821578,BC_4,19.8596043,,17.10138031
1891,16,12.71645688,BC_10,18.212761,,30.81840374
1892,16,13.334348,BC_8,21.35362463,,14.84653205
1893,16,13.54943156,BC_2,15.59031653,,19.0664404
1894,16,13.67316817,BC_7,15.04780276,,24.14937525
1895,16,13.98699358,BC_1,17.60153034,,20.76970841
1896,16,14.10434232,BC_5,15.74826026,,14.21550269
1897,16,14.20052263,BC_7,17.11729807,,19.27505533
1898,16,14.28485875,BC_6,12.30780121,,44.71920553
1899,16,14.35764558,BC_10,18.46305596,,17.38589782
1900,16,14.38234473,BC_2,12.56131248,,23.91369714
1901,16,14.39931733,BC_5,18.52353542,,15.96062845
1902,16,14.52830776,BC_9,23.51535934,,29.00783825
1903,16,14.594807,BC_6,11.90255514,,14.48326742
1904,16,14.73903507,BC_4,18.27908208,,13.93352443
1905,16,14.94253653,BC_9,20.52450971,,24.09203707
1906,16,14.96621913,BC_2,23.92180001,,30.896499
1907,16,15.19680312,BC_4,13.95126638,,26.94070194
1908,16,15.49677294,BC_1,13.16624741,,18.26839476
1909,16,15.51991029,BC_6,16.09234469,yes,
1910,16,15.75119439,BC_5,20.47960995,,16.69160854
1911,16,15.86262197,BC_8,16.89304118,,31.73448572
1912,16,16.15355423,BC_6,20.09314122,,21.65681406
1913,16,16.29814096,BC_3,30.91125063,yes,
1914,16,16.30017144,BC_9,24.52338033,,21.06601819
1915,16,16.31945894,BC_2,34.58632129,,18.11383062
1916,16,16.8219055,BC_4,14.44955675,,22.73197358
1917,16,17.05581678,BC_7,17.53138444,,37.57299643
1918,16,17.13691693,BC_10,15.05956814,,13.40208712
1919,16,17.22134694,BC_5,16.29515002,,17.62266686
1920,16,17.46887048,BC_9,11.50786582,,27.38571691
1921,16,17.55024686,BC_3,26.65336363,,33.32938383
1922,16,17.65798858,BC_10,16.66430028,,9.64415859
1923,16,17.71381146,BC_6,13.51089734,yes,
1924,16,17.74714195,BC_7,18.36127311,,26.49801923
1925,16,17.84394587,BC_4,12.13158768,,40.34927506
1926,16,17.92598522,BC_8,17.4384491,,36.8609888
1927,16,18.22567274,BC_10,19.76201369,yes,
1928,16,18.42848637,BC_7,17.26695798,,23.00403073
1929,16,18.50275264,BC_7,17.65497548,,10.68905896
1930,16,18.53107466,BC_3,34.01557492,,21.86277903
1931,16,18.61019662,BC_3,16.96861777,,11.65761632
1932,16,19.00636407,BC_3,17.91206575,,46.22496176
1933,16,19.23001587,BC_4,10.63727117,,30.75323135
1934,16,19.26509984,BC_7,16.40528292,,9.905827542
1935,16,19.80056421,BC_10,18.24503974,yes,
1936,16,19.82987026,BC_6,19.9458858,,20.28441413
1937,16,20.65439703,BC_1,18.67994731,yes,
1938,16,20.72339881,BC_10,13.32619472,,25.40798277
1939,16,20.99274666,BC_4,12.84597674,,29.0547908
1940,16,21.01871098,BC_10,16.25325765,,12.4098333
1941,16,21.811435,BC_9,15.84320688,,7.417485982
1942,16,23.18042398,BC_8,13.39784953,,35.59246704
1943,16,23.33729236,BC_2,25.91383201,,27.33586819
1944,16,23.7861737,BC_9,19.32541262,,10.64097085
1945,17,0.417048067,BC_2,18.79995468,,32.18800833
1946,17,1.070054554,BC_6,12.55549986,yes,
1947,17,1.419048151,BC_9,16.93308742,,30.33076734
1948,17,1.466385625,BC_10,15.61099187,,26.44657469
1949,17,2.606208128,BC_9,24.6116437,,28.23467788
1950,17,3.610240457,BC_7,17.41825497,,20.71826314
1951,17,3.843880462,BC_5,15.02493489,,33.15099621
1952,17,3.979921983,BC_7,20.50642546,,17.73477948
1953,17,4.213315187,BC_10,20.25125046,,21.26564046
1954,17,4.531923519,BC_7,15.71606382,,16.22567807
1955,17,4.864625694,BC_3,32.62755082,,10.58609938
1956,17,5.043785977,BC_1,14.24489456,,9.265296513
1957,17,5.315123821,BC_9,21.46281489,yes,
1958,17,5.863310547,BC_9,21.9125319,,8.735638762
1959,17,5.881743503,BC_7,11.91945331,yes,
1960,17,6.314835931,BC_8,14.21089879,yes,
1961,17,6.328926266,BC_3,20.61083641,,27.56299127
1962,17,6.471695886,BC_9,25.98121975,yes,
1963,17,6.677953008,BC_5,16.69703783,,31.82714218
1964,17,6.700375062,BC_3,15.47091187,yes,
1965,17,6.813744007,BC_10,15.40170123,,12.42923866
1966,17,7.361492548,BC_4,12.40131642,yes,
1967,17,7.577037362,BC_4,16.06633486,,41.6970466
1968,17,7.758462667,BC_8,17.82808613,,13.32500785
1969,17,7.815463738,BC_8,15.16148079,,8.137175459
1970,17,7.895452343,BC_8,12.83015089,,17.35990698
1971,17,7.90016181,BC_9,25.00505011,,26.72737133
1972,17,7.918362851,BC_4,15.47852587,yes,
1973,17,7.931259814,BC_7,13.99863735,,21.53633745
1974,17,8.324056779,BC_2,14.52753074,,43.63809031
1975,17,8.863982961,BC_10,18.10952609,yes,
1976,17,8.881591022,BC_9,9.730711832,,24.54772883
1977,17,8.962130092,BC_4,19.14739885,,9.716129277
1978,17,8.988236094,BC_4,16.78782648,yes,
1979,17,9.023788657,BC_3,27.17907789,,16.76546461
1980,17,9.028462215,BC_5,5.334244758,,24.36564936
1981,17,9.253908033,BC_3,28.63262921,,14.18129151
1982,17,9.27122493,BC_4,19.88547651,,21.92711649
1983,17,9.340547435,BC_10,17.29190109,yes,
1984,17,10.0452952,BC_7,14.38863821,,40.27560889
1985,17,10.20946368,BC_9,20.39062491,,53.79959801
1986,17,10.46914071,BC_9,35.17680995,,46.74912249
1987,17,10.47015391,BC_2,22.03978919,,27.64240824
1988,17,10.67318121,BC_8,22.94859201,,20.1041825
1989,17,10.93216051,BC_10,15.63866085,,43.13893326
1990,17,11.11843491,BC_9,18.08329372,,5.712407809
1991,17,11.55764456,BC_5,20.24063,yes,
1992,17,11.59021213,BC_4,19.31691195,yes,
1993,17,11.72749582,BC_8,14.54848874,,26.85442169
1994,17,11.73597865,BC_6,12.38871772,,13.67223173
1995,17,11.82140372,BC_3,17.63144512,,20.35070805
1996,17,12.16467198,BC_10,13.64874471,,11.09439952
1997,17,12.17604279,BC_10,17.63915459,,36.42008954
1998,17,12.39034765,BC_5,17.1710658,,5.991834715
1999,17,12.60396771,BC_7,12.33270112,yes,
2000,17,12.66252171,BC_7,14.20262762,,39.60816965
2001,17,12.69586205,BC_10,16.07742872,,9.978838998
2002,17,12.84909385,BC_4,19.7068262,,49.25840316
2003,17,12.95143755,BC_7,17.46266788,,14.73349178
2004,17,13.04862687,BC_9,22.29461232,,12.50317415
2005,17,13.0629697,BC_8,11.50728103,,25.24743265
2006,17,13.33982728,BC_10,17.9441643,,13.83300941
2007,17,13.45511674,BC_2,26.60145157,,28.56446096
2008,17,13.68680232,BC_9,23.24448771,,17.9965363
2009,17,13.77337408,BC_9,22.54510772,yes,
2010,17,13.78770591,BC_4,19.71734936,,23.03919446
2011,17,13.79356416,BC_9,27.49293823,,17.27513605
2012,17,13.85389757,BC_9,16.61077718,,22.20398103
2013,17,14.10015408,BC_7,17.43158722,,28.85251494
2014,17,14.55555563,BC_7,14.5033172,,25.27959314
2015,17,14.82035322,BC_10,19.06940068,,38.45437753
2016,17,14.86911579,BC_10,16.24342596,,16.8361045
2017,17,14.91684131,BC_3,20.41209976,,39.96177153
2018,17,15.10165178,BC_7,9.937808676,,28.61179006
2019,17,15.50813585,BC_8,22.7385955,,35.36156353
2020,17,15.61706021,BC_4,13.82486414,,25.19882154
2021,17,15.62863851,BC_6,16.24920109,,24.79253725
2022,17,15.98381767,BC_2,18.16918959,,14.18419541
2023,17,16.08449181,BC_10,14.41375167,,6.291654901
2024,17,16.31873907,BC_7,15.52620411,,14.1266387
2025,17,16.46985591,BC_9,21.51802355,,9.567360793
2026,17,17.00131369,BC_3,10.62344388,,7.188989588
2027,17,17.10059685,BC_5,13.59407906,,17.01313464
2028,17,17.12936277,BC_4,13.83454508,yes,
2029,17,17.18063849,BC_9,30.76184817,yes,
2030,17,17.31283235,BC_6,19.56494704,,7.142109707
2031,17,17.42135116,BC_5,17.90596705,,38.49066793
2032,17,17.86899836,BC_5,12.45149346,,14.41432107
2033,17,18.05474494,BC_4,16.01391209,yes,
2034,17,18.2373595,BC_9,18.89361522,,36.38138349
2035,17,18.30573061,BC_5,18.35394223,yes,
2036,17,18.31012591,BC_8,15.94003282,,32.14434334
2037,17,18.82876157,BC_4,18.01269512,,29.61069889
2038,17,18.88543818,BC_6,13.76970298,yes,
2039,17,18.99423316,BC_1,10.43143163,,47.00400124
2040,17,19.23467021,BC_5,19.02377916,yes,
2041,17,19.37159254,BC_2,19.0603398,,13.60353196
2042,17,19.49642298,BC_3,30.16207844,,18.46661529
2043,17,19.5253316,BC_4,19.27364942,,12.05293796
2044,17,19.91738974,BC_10,14.92875043,,19.99425591
2045,17,19.94406379,BC_3,26.63243542,,16.43857215
2046,17,19.99807385,BC_4,12.93812726,,22.75192384
2047,17,20.01276251,BC_9,16.42527587,yes,
2048,17,20.17482577,BC_4,20.00136563,,46.63119186
2049,17,20.38941741,BC_4,16.69659561,yes,
2050,17,20.43614582,BC_8,9.062812162,,8.472071361
2051,17,20.7699426,BC_6,17.04980021,yes,
2052,17,21.08257937,BC_3,18.61633209,,7.799197452
2053,17,21.30582768,BC_4,18.31188114,,16.64686392
2054,17,21.35808168,BC_4,15.10129614,,6.448885361
2055,17,22.00564509,BC_9,24.11668285,,27.64626479
2056,17,22.24438633,BC_9,12.15082386,,6.158225578
2057,17,24.00353465,BC_10,16.22251123,yes,
2058,18,0.426841708,BC_2,23.70265196,,13.42743884
2059,18,1.715755046,BC_9,25.82387022,,44.91352009
2060,18,1.930375769,BC_10,16.38265976,yes,
2061,18,2.280574249,BC_5,17.43089003,,25.9130938
2062,18,2.342952257,BC_4,12.24571781,,33.47612865
2063,18,2.999782934,BC_7,15.72503053,,19.70733894
2064,18,4.052997668,BC_3,25.82173875,,33.31548911
2065,18,4.098717298,BC_10,14.7238475,,43.31404756
2066,18,4.642506996,BC_5,11.69229169,yes,
2067,18,4.664187055,BC_4,17.29669366,,18.10059648
2068,18,4.930493699,BC_10,18.80306347,yes,
2069,18,5.035260682,BC_4,14.6474934,,22.24141366
2070,18,5.060240622,BC_7,15.318745,,34.15066489
2071,18,5.065463348,BC_9,15.93074625,,4.023501788
2072,18,5.681124004,BC_7,13.68302993,,20.33957888
2073,18,5.789882117,BC_10,18.89725517,,10.50990162
2074,18,5.854104124,BC_4,17.96649256,,35.50609589
2075,18,6.165295251,BC_9,31.2463077,,25.81556845
2076,18,6.294947458,BC_2,27.82447284,,21.01906295
2077,18,6.734432785,BC_7,13.28638586,,20.05194497
2078,18,6.873342283,BC_2,26.60196375,,43.5036817
2079,18,7.064705065,BC_10,16.7438737,,30.55406355
2080,18,7.071775744,BC_2,16.58560928,yes,
2081,18,7.095309915,BC_5,14.27168541,yes,
2082,18,7.1591092,BC_6,12.93742521,,11.70060049
2083,18,7.178958733,BC_7,15.60820209,,24.36785138
2084,18,7.192180544,BC_10,15.45259619,yes,
2085,18,7.252290575,BC_2,29.51869286,,29.17024989
2086,18,7.328441486,BC_10,16.45778943,,31.54846006
2087,18,7.482370518,BC_7,16.80658234,yes,
2088,18,7.529171709,BC_7,17.76534977,,31.09379541
2089,18,7.54279498,BC_4,20.90618974,yes,
2090,18,7.617133482,BC_4,18.94754053,,18.64026292
2091,18,7.805162449,BC_4,15.36336058,yes,
2092,18,7.924526412,BC_1,15.38307482,yes,
2093,18,7.9617231,BC_2,24.02132137,yes,
2094,18,8.102684082,BC_5,20.32290885,,12.3027474
2095,18,8.82348438,BC_4,18.37689872,,28.7697212
2096,18,8.831140283,BC_7,9.555729278,,13.89365971
2097,18,8.925775011,BC_7,12.59507826,yes,
2098,18,8.967343275,BC_2,18.73895891,,3.6204437
2099,18,9.137098859,BC_4,14.03524982,,21.26807065
2100,18,9.453145063,BC_9,28.31215636,yes,
2101,18,9.474424399,BC_8,19.05642226,,36.07510719
2102,18,9.903407425,BC_3,21.29844064,,17.11653737
2103,18,9.919559876,BC_7,16.70234781,,17.94671044
2104,18,10.30497356,BC_10,17.69573679,,47.07332648
2105,18,10.41316274,BC_7,17.47171024,,10.95294122
2106,18,10.62739148,BC_6,22.04552963,,30.34510512
2107,18,10.96405196,BC_8,16.72034899,,36.23892758
2108,18,11.03294548,BC_5,19.24696774,yes,
2109,18,11.88493002,BC_8,15.89120724,yes,
2110,18,11.92057414,BC_1,13.34496982,,28.60009923
2111,18,12.20464712,BC_5,14.49637663,,30.29090668
2112,18,12.4038907,BC_2,31.73403725,,8.249045355
2113,18,12.45415358,BC_10,15.1671663,yes,
2114,18,12.45938819,BC_8,19.59208907,,12.75857108
2115,18,12.45981551,BC_5,21.32527424,,14.64442766
2116,18,12.46004863,BC_7,18.18790593,yes,
2117,18,12.4665356,BC_4,14.47686878,yes,
2118,18,12.55371407,BC_7,15.23809727,yes,
2119,18,12.55651419,BC_9,30.6516003,,38.00207316
2120,18,12.84446325,BC_5,18.73233657,,3.388870057
2121,18,13.36846016,BC_9,17.02399446,,26.24620742
2122,18,13.40845826,BC_3,27.37591088,yes,
2123,18,13.46430522,BC_5,16.49382622,,36.54247492
2124,18,13.53934725,BC_4,16.00686894,,26.40381513
2125,18,13.56675529,BC_9,20.21565384,yes,
2126,18,13.60513601,BC_6,15.34069558,,27.98855463
2127,18,13.67386655,BC_9,17.14006909,,31.42352843
2128,18,14.01896388,BC_10,15.25261263,,9.386096915
2129,18,14.03792881,BC_9,26.26266018,,21.2913276
2130,18,14.07059325,BC_2,25.72767214,yes,
2131,18,14.11535804,BC_10,17.83102403,,6.386233536
